,work_year,Continent,Country,Longitude,Latitude,company_location,company_size,employee_residence,job_title,employment_type,experience_level,salary_currency,salary_in_usd,salary_in_usd_pro_month,salary_in_usd_pro_week,salary_in_usd_pro_day,remote_ratio
80,2024,North America,United States,-95.7129,37.0902,US,M,US,Data Scientist,FT,SE,USD,234000,19500.0,4500.0,641.0958904109589,0
81,2024,North America,United States,-95.7129,37.0902,US,M,US,Data Scientist,FT,SE,USD,117000,9750.0,2250.0,320.54794520547944,0
82,2024,North America,United States,-95.7129,37.0902,US,M,US,Solutions Architect,FT,SE,USD,276000,23000.0,5307.692307692308,756.1643835616438,0
83,2024,North America,United States,-95.7129,37.0902,US,M,US,Solutions Architect,FT,SE,USD,148000,12333.333333333334,2846.153846153846,405.47945205479454,0
84,2024,North America,United States,-95.7129,37.0902,US,M,US,Data Analyst,FT,EN,USD,159850,13320.833333333334,3074.0384615384614,437.94520547945206,0
85,2024,North America,United States,-95.7129,37.0902,US,M,US,Data Analyst,FT,EN,USD,118150,9845.833333333334,2272.1153846153848,323.6986301369863,0
86,2024,North America,United States,-95.7129,37.0902,US,M,US,Data Scientist,FT,SE,USD,286000,23833.333333333332,5500.0,783.5616438356165,0
87,2024,North America,United States,-95.7129,37.0902,US,M,US,Data Scientist,FT,SE,USD,143000,11916.666666666666,2750.0,391.7808219178082,0
88,2024,North America,United States,-95.7129,37.0902,US,M,US,Data Scientist,FT,SE,USD,206000,17166.666666666668,3961.5384615384614,564.3835616438356,0
89,2024,North America,United States,-95.7129,37.0902,US,M,US,Data Scientist,FT,SE,USD,106605,8883.75,2050.096153846154,292.06849315068496,0
90,2024,North America,United States,-95.7129,37.0902,US,M,US,Data Scientist,FT,MI,USD,172000,14333.333333333334,3307.6923076923076,471.2328767123288,0
91,2024,North America,United States,-95.7129,37.0902,US,M,US,Data Scientist,FT,MI,USD,75600,6300.0,1453.8461538461538,207.12328767123287,0
92,2024,North America,United States,-95.7129,37.0902,US,M,US,Data Scientist,FT,SE,USD,163000,13583.333333333334,3134.6153846153848,446.5753424657534,100
93,2024,North America,United States,-95.7129,37.0902,US,M,US,Data Scientist,FT,SE,USD,77000,6416.666666666667,1480.7692307692307,210.95890410958904,100
94,2024,North America,United States,-95.7129,37.0902,US,M,US,Data Scientist,FT,EN,USD,137000,11416.666666666666,2634.6153846153848,375.3424657534247,0
95,2024,North America,United States,-95.7129,37.0902,US,M,US,Data Scientist,FT,EN,USD,60400,5033.333333333333,1161.5384615384614,165.4794520547945,0
96,2024,North America,Canada,-106.3468,56.1304,CA,M,CA,Data Engineer,FT,MI,CAD,96153,8012.75,1849.0961538461538,263.4328767123288,0
97,2024,North America,Canada,-106.3468,56.1304,CA,M,CA,Data Engineer,FT,MI,CAD,76923,6410.25,1479.2884615384614,210.74794520547945,0
98,2024,North America,United States,-95.7129,37.0902,US,M,US,Software Engineer,FT,SE,USD,207000,17250.0,3980.769230769231,567.1232876712329,0
99,2024,North America,United States,-95.7129,37.0902,US,M,US,Software Engineer,FT,SE,USD,108000,9000.0,2076.923076923077,295.8904109589041,0
100,2024,North America,United States,-95.7129,37.0902,US,M,US,AI Architect,FT,SE,USD,295000,24583.333333333332,5673.076923076923,808.2191780821918,0
101,2024,North America,United States,-95.7129,37.0902,US,M,US,AI Architect,FT,SE,USD,158800,13233.333333333334,3053.846153846154,435.06849315068496,0
102,2024,North America,United States,-95.7129,37.0902,US,M,US,Software Engineer,FT,SE,USD,419750,34979.166666666664,8072.115384615385,1150.0,0
103,2024,North America,United States,-95.7129,37.0902,US,M,US,Software Engineer,FT,SE,USD,220000,18333.333333333332,4230.7692307692305,602.7397260273973,0
104,2024,North America,United States,-95.7129,37.0902,US,M,US,Software Engineer,FT,SE,USD,339250,28270.833333333332,6524.038461538462,929.4520547945206,0
105,2024,North America,United States,-95.7129,37.0902,US,M,US,Software Engineer,FT,SE,USD,180000,15000.0,3461.5384615384614,493.1506849315069,0
106,2024,North America,United States,-95.7129,37.0902,US,M,US,Software Engineer,FT,SE,USD,286000,23833.333333333332,5500.0,783.5616438356165,0
107,2024,North America,United States,-95.7129,37.0902,US,M,US,Software Engineer,FT,SE,USD,110000,9166.666666666666,2115.3846153846152,301.36986301369865,0
108,2024,North America,United States,-95.7129,37.0902,US,M,US,Research Engineer,FT,MI,USD,238050,19837.5,4577.884615384615,652.1917808219179,0
109,2024,North America,United States,-95.7129,37.0902,US,M,US,Research Engineer,FT,MI,USD,112200,9350.0,2157.6923076923076,307.3972602739726,0
110,2024,North America,United States,-95.7129,37.0902,US,M,US,Software Engineer,FT,MI,USD,230000,19166.666666666668,4423.076923076923,630.1369863013699,0
111,2024,North America,United States,-95.7129,37.0902,US,M,US,Software Engineer,FT,MI,USD,120000,10000.0,2307.6923076923076,328.7671232876712,0
112,2024,North America,United States,-95.7129,37.0902,US,M,US,Software Engineer,FT,SE,USD,276000,23000.0,5307.692307692308,756.1643835616438,0
113,2024,North America,United States,-95.7129,37.0902,US,M,US,Software Engineer,FT,SE,USD,148000,12333.333333333334,2846.153846153846,405.47945205479454,0
114,2024,North America,United States,-95.7129,37.0902,US,M,US,Data Engineer,FT,SE,USD,265200,22100.0,5100.0,726.5753424657535,0
115,2024,North America,United States,-95.7129,37.0902,US,M,US,Data Engineer,FT,SE,USD,125700,10475.0,2417.3076923076924,344.3835616438356,0
116,2024,North America,United States,-95.7129,37.0902,US,M,US,Data Analytics Lead,FT,SE,USD,176500,14708.333333333334,3394.230769230769,483.56164383561645,0
117,2024,North America,United States,-95.7129,37.0902,US,M,US,Data Analytics Lead,FT,SE,USD,128300,10691.666666666666,2467.3076923076924,351.5068493150685,0
118,2024,North America,United States,-95.7129,37.0902,US,M,US,Data Scientist,FT,SE,USD,229300,19108.333333333332,4409.615384615385,628.2191780821918,0
119,2024,North America,United States,-95.7129,37.0902,US,M,US,Data Scientist,FT,SE,USD,127300,10608.333333333334,2448.076923076923,348.7671232876712,0
120,2024,North America,Canada,-106.3468,56.1304,CA,M,CA,Machine Learning Engineer,FT,MI,USD,206690,17224.166666666668,3974.8076923076924,566.2739726027397,0
121,2024,North America,Canada,-106.3468,56.1304,CA,M,CA,Machine Learning Engineer,FT,MI,USD,119800,9983.333333333334,2303.846153846154,328.2191780821918,0
122,2024,North America,United States,-95.7129,37.0902,US,M,US,Data Engineer,FT,MI,USD,188600,15716.666666666666,3626.923076923077,516.7123287671233,0
123,2024,North America,United States,-95.7129,37.0902,US,M,US,Data Engineer,FT,MI,USD,125700,10475.0,2417.3076923076924,344.3835616438356,0
124,2024,North America,United States,-95.7129,37.0902,US,M,US,Data Engineer,FT,SE,USD,297000,24750.0,5711.538461538462,813.6986301369863,0
125,2024,North America,United States,-95.7129,37.0902,US,M,US,Data Engineer,FT,SE,USD,138000,11500.0,2653.846153846154,378.0821917808219,0
126,2024,Europe,United Kingdom,-3.436,55.3781,GB,M,GB,Research Associate,FT,MI,GBP,58717,4893.083333333333,1129.173076923077,160.86849315068494,0
127,2024,Europe,United Kingdom,-3.436,55.3781,GB,M,GB,Research Associate,FT,MI,GBP,49183,4098.583333333333,945.8269230769231,134.74794520547945,0
128,2024,North America,United States,-95.7129,37.0902,US,M,US,Research Associate,FT,MI,USD,55000,4583.333333333333,1057.6923076923076,150.68493150684932,0
129,2024,North America,United States,-95.7129,37.0902,US,M,US,Research Associate,FT,MI,USD,55000,4583.333333333333,1057.6923076923076,150.68493150684932,0
130,2024,North America,United States,-95.7129,37.0902,US,M,US,Data Scientist,FT,MI,USD,187000,15583.333333333334,3596.153846153846,512.3287671232877,0
131,2024,North America,United States,-95.7129,37.0902,US,M,US,Data Scientist,FT,MI,USD,127000,10583.333333333334,2442.3076923076924,347.94520547945206,0
132,2024,North America,United States,-95.7129,37.0902,US,M,US,Data Scientist,FT,MI,USD,187000,15583.333333333334,3596.153846153846,512.3287671232877,0
133,2024,North America,United States,-95.7129,37.0902,US,M,US,Data Scientist,FT,MI,USD,127000,10583.333333333334,2442.3076923076924,347.94520547945206,0
134,2024,North America,United States,-95.7129,37.0902,US,M,US,Data Scientist,FT,SE,USD,215625,17968.75,4146.634615384615,590.7534246575342,0
135,2024,North America,United States,-95.7129,37.0902,US,M,US,Data Scientist,FT,SE,USD,138000,11500.0,2653.846153846154,378.0821917808219,0
136,2024,North America,United States,-95.7129,37.0902,US,M,US,Data Scientist,FT,MI,USD,135000,11250.0,2596.153846153846,369.86301369863014,100
137,2024,North America,United States,-95.7129,37.0902,US,M,US,Data Scientist,FT,MI,USD,108000,9000.0,2076.923076923077,295.8904109589041,100
138,2024,North America,United States,-95.7129,37.0902,US,M,US,Data Scientist,FT,MI,USD,178300,14858.333333333334,3428.846153846154,488.4931506849315,0
139,2024,North America,United States,-95.7129,37.0902,US,M,US,Data Scientist,FT,MI,USD,114100,9508.333333333334,2194.230769230769,312.6027397260274,0
140,2024,Asia,South Korea,127.7669,35.9078,KR,M,KR,Data Scientist,FT,MI,USD,105195,8766.25,2022.9807692307693,288.2054794520548,0
141,2024,Asia,South Korea,127.7669,35.9078,KR,M,KR,Data Scientist,FT,MI,USD,87509,7292.416666666667,1682.8653846153845,239.75068493150684,0
142,2024,North America,United States,-95.7129,37.0902,US,M,US,Research Engineer,FT,SE,USD,256500,21375.0,4932.692307692308,702.7397260273973,0
143,2024,North America,United States,-95.7129,37.0902,US,M,US,Research Engineer,FT,SE,USD,138900,11575.0,2671.153846153846,380.54794520547944,0
144,2024,Europe,United Kingdom,-3.436,55.3781,GB,M,GB,Data Manager,FT,MI,GBP,58717,4893.083333333333,1129.173076923077,160.86849315068494,0
145,2024,Europe,United Kingdom,-3.436,55.3781,GB,M,GB,Data Manager,FT,MI,GBP,49183,4098.583333333333,945.8269230769231,134.74794520547945,0
146,2024,North America,United States,-95.7129,37.0902,US,M,US,Analytics Engineer,FT,SE,USD,216000,18000.0,4153.846153846154,591.7808219178082,0
147,2024,North America,United States,-95.7129,37.0902,US,M,US,Analytics Engineer,FT,SE,USD,146000,12166.666666666666,2807.6923076923076,400.0,0
148,2024,North America,United States,-95.7129,37.0902,US,M,US,Machine Learning Engineer,FT,SE,USD,166000,13833.333333333334,3192.3076923076924,454.7945205479452,0
149,2024,North America,United States,-95.7129,37.0902,US,M,US,Machine Learning Engineer,FT,SE,USD,157000,13083.333333333334,3019.230769230769,430.13698630136986,0
150,2024,North America,United States,-95.7129,37.0902,US,M,US,Machine Learning Engineer,FT,SE,USD,166000,13833.333333333334,3192.3076923076924,454.7945205479452,0
151,2024,North America,United States,-95.7129,37.0902,US,M,US,Machine Learning Engineer,FT,SE,USD,157000,13083.333333333334,3019.230769230769,430.13698630136986,0
152,2024,North America,United States,-95.7129,37.0902,US,M,US,Machine Learning Engineer,FT,SE,USD,166000,13833.333333333334,3192.3076923076924,454.7945205479452,0
153,2024,North America,United States,-95.7129,37.0902,US,M,US,Machine Learning Engineer,FT,SE,USD,157000,13083.333333333334,3019.230769230769,430.13698630136986,0
154,2024,North America,United States,-95.7129,37.0902,US,M,US,Machine Learning Engineer,FT,SE,USD,166000,13833.333333333334,3192.3076923076924,454.7945205479452,0
155,2024,North America,United States,-95.7129,37.0902,US,M,US,Machine Learning Engineer,FT,SE,USD,157000,13083.333333333334,3019.230769230769,430.13698630136986,0
156,2024,North America,United States,-95.7129,37.0902,US,M,US,Machine Learning Engineer,FT,SE,USD,166000,13833.333333333334,3192.3076923076924,454.7945205479452,0
157,2024,North America,United States,-95.7129,37.0902,US,M,US,Machine Learning Engineer,FT,SE,USD,157000,13083.333333333334,3019.230769230769,430.13698630136986,0
158,2024,North America,United States,-95.7129,37.0902,US,M,US,Machine Learning Engineer,FT,SE,USD,166000,13833.333333333334,3192.3076923076924,454.7945205479452,0
159,2024,North America,United States,-95.7129,37.0902,US,M,US,Machine Learning Engineer,FT,SE,USD,157000,13083.333333333334,3019.230769230769,430.13698630136986,0
160,2024,North America,United States,-95.7129,37.0902,US,M,US,Engineering Manager,FT,SE,USD,252450,21037.5,4854.807692307692,691.6438356164383,0
161,2024,North America,United States,-95.7129,37.0902,US,M,US,Engineering Manager,FT,SE,USD,183600,15300.0,3530.769230769231,503.013698630137,0
162,2024,North America,United States,-95.7129,37.0902,US,M,US,Machine Learning Engineer,FT,SE,USD,300200,25016.666666666668,5773.076923076923,822.4657534246576,0
163,2024,North America,United States,-95.7129,37.0902,US,M,US,Machine Learning Engineer,FT,SE,USD,170700,14225.0,3282.6923076923076,467.67123287671234,0
164,2024,North America,United States,-95.7129,37.0902,US,M,US,SAS Developer,FT,SE,USD,208672,17389.333333333332,4012.923076923077,571.7041095890411,100
165,2024,North America,United States,-95.7129,37.0902,US,M,US,SAS Developer,FT,SE,USD,90146,7512.166666666667,1733.576923076923,246.9753424657534,100
166,2024,North America,United States,-95.7129,37.0902,US,M,US,Data Architect,FT,SE,USD,282000,23500.0,5423.076923076923,772.6027397260274,0
167,2024,North America,United States,-95.7129,37.0902,US,M,US,Data Architect,FT,SE,USD,176000,14666.666666666666,3384.6153846153848,482.1917808219178,0
168,2024,North America,United States,-95.7129,37.0902,US,M,US,Data Architect,FT,SE,USD,185000,15416.666666666666,3557.6923076923076,506.8493150684931,0
169,2024,North America,United States,-95.7129,37.0902,US,M,US,Data Architect,FT,SE,USD,110000,9166.666666666666,2115.3846153846152,301.36986301369865,0
170,2024,North America,United States,-95.7129,37.0902,US,M,US,Business Intelligence Developer,FT,SE,USD,164200,13683.333333333334,3157.6923076923076,449.86301369863014,0
171,2024,North America,United States,-95.7129,37.0902,US,M,US,Business Intelligence Developer,FT,SE,USD,78500,6541.666666666667,1509.6153846153845,215.06849315068493,0
172,2024,North America,United States,-95.7129,37.0902,US,M,US,Data Modeler,FT,MI,USD,115000,9583.333333333334,2211.5384615384614,315.06849315068496,0
173,2024,North America,United States,-95.7129,37.0902,US,M,US,Data Modeler,FT,MI,USD,80000,6666.666666666667,1538.4615384615386,219.17808219178082,0
174,2024,North America,United States,-95.7129,37.0902,US,M,US,Data Engineer,FT,EX,USD,210000,17500.0,4038.4615384615386,575.3424657534247,0
175,2024,North America,United States,-95.7129,37.0902,US,M,US,Data Engineer,FT,EX,USD,122500,10208.333333333334,2355.769230769231,335.6164383561644,0
176,2024,North America,United States,-95.7129,37.0902,US,M,US,Data Engineer,FT,SE,USD,200000,16666.666666666668,3846.153846153846,547.945205479452,0
177,2024,North America,United States,-95.7129,37.0902,US,M,US,Data Engineer,FT,SE,USD,123573,10297.75,2376.403846153846,338.5561643835616,0
178,2024,North America,United States,-95.7129,37.0902,US,M,US,Data Engineer,FT,SE,USD,205000,17083.333333333332,3942.3076923076924,561.6438356164383,0
179,2024,North America,United States,-95.7129,37.0902,US,M,US,Data Engineer,FT,SE,USD,115000,9583.333333333334,2211.5384615384614,315.06849315068496,0
180,2024,North America,United States,-95.7129,37.0902,US,M,US,Data Engineer,FT,SE,USD,143706,11975.5,2763.576923076923,393.7150684931507,100
181,2024,North America,United States,-95.7129,37.0902,US,M,US,Data Engineer,FT,SE,USD,84533,7044.416666666667,1625.6346153846155,231.5972602739726,100
182,2024,North America,United States,-95.7129,37.0902,US,M,US,Data Analyst,FT,EN,USD,83300,6941.666666666667,1601.923076923077,228.21917808219177,0
183,2024,North America,United States,-95.7129,37.0902,US,M,US,Data Analyst,FT,EN,USD,47500,3958.3333333333335,913.4615384615385,130.13698630136986,0
184,2024,North America,United States,-95.7129,37.0902,US,M,US,Data Analyst,FT,EN,USD,93750,7812.5,1802.8846153846155,256.8493150684931,0
185,2024,North America,United States,-95.7129,37.0902,US,M,US,Data Analyst,FT,EN,USD,93750,7812.5,1802.8846153846155,256.8493150684931,0
186,2024,North America,United States,-95.7129,37.0902,US,M,US,Software Engineer,FT,SE,USD,198072,16506.0,3809.076923076923,542.6630136986302,0
